Symbol,Name,Exchange,instrument_key,industry,sector
EXCELINDUS,Excell Industries Ltd.,2,BSE_EQ|INE369A01029,Specialty Chemicals,Chemicals & Petrochemicals
GRWRHITECH,GARWARE HI-TECH FILMS LIMITED,2,BSE_EQ|INE291A01017,Plastic Products - Industrial,Industrial Products
GLAXO,GlaxoSmithkline Pharmaceuticals Ltd.,2,BSE_EQ|INE159A01016,Pharmaceuticals,Pharmaceuticals & Biotechnology
GNFC,Gujarat Narmada Valley Fert.Co.Ltd,2,BSE_EQ|INE113A01013,Commodity Chemicals,Chemicals & Petrochemicals
NOVARTIND,Novartis India Limited.,2,BSE_EQ|INE234A01025,Pharmaceuticals,Pharmaceuticals & Biotechnology
SANOFI,Sanofi India Ltd,2,BSE_EQ|INE058A01010,Pharmaceuticals,Pharmaceuticals & Biotechnology
PFIZER,Pfizer Ltd.,2,BSE_EQ|INE182A01018,Pharmaceuticals,Pharmaceuticals & Biotechnology
GSFC,Gujarat State Fertilizers & Chem.Ltd,2,BSE_EQ|INE026A01025,Fertilizers,Fertilizers & Agrochemicals
HINDUNILVR,Hindustan Unilever Ltd.,2,BSE_EQ|INE030A01027,Diversified FMCG,Diversified FMCG
AKZOINDIA,Akzo Nobel India Limited,2,BSE_EQ|INE133A01011,Paints,Consumer Durables
NOCIL,NOCIL Ltd,2,BSE_EQ|INE163A01018,Specialty Chemicals,Chemicals & Petrochemicals
TATACHEM,Tata Chemicals Ltd,2,BSE_EQ|INE092A01019,Commodity Chemicals,Chemicals & Petrochemicals
TNPETRO,Tamilnadu Petroproducts Ltd,2,BSE_EQ|INE148A01019,Petrochemicals,Chemicals & Petrochemicals
ZUARIIND,Zuari Industries Limited,2,BSE_EQ|INE217A01012,Sugar,Agricultural Food & other Products
NESTLEIND,Nestle India Ltd.,2,BSE_EQ|INE239A01024,Packaged Foods,Food Products
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,2,BSE_EQ|INE192A01025,Tea & Coffee,Agricultural Food & other Products
ASIANPAINT,Asian Paints Ltd.,2,BSE_EQ|INE021A01026,Paints,Consumer Durables
BRITANNIA,Britannia Industries Ltd.,2,BSE_EQ|INE216A01030,Packaged Foods,Food Products
COLPAL,Colgate-Palmolive (India) Ltd.,2,BSE_EQ|INE259A01022,Personal Care,Personal Products
EIHOTEL,EIH Ltd,2,BSE_EQ|INE230A01023,Hotels & Resorts,Leisure Services
INDHOTEL,Indian Hotels Co. Ltd,2,BSE_EQ|INE053A01029,Hotels & Resorts,Leisure Services
CASTROLIND,Castrol India Ltd,2,BSE_EQ|INE172A01027,Lubricants,Petroleum Products
ITC,ITC Ltd,2,BSE_EQ|INE154A01025,Diversified FMCG,Diversified FMCG
APOLLOTYRE,Apollo Tyres Ltd,2,BSE_EQ|INE438A01022,Tyres & Rubber Products,Auto Components
CEATLTD,Ceat Ltd.,2,BSE_EQ|INE482A01020,Tyres & Rubber Products,Auto Components
MODIRUBBER,Modi Rubber Ltd.,2,BSE_EQ|INE832A01018,Tyres & Rubber Products,Auto Components
FINPIPE,Finolex Industries Ltd.,2,BSE_EQ|INE183A01024,Plastic Products - Industrial,Industrial Products
SUNRINV,Sunrise Industrial Traders Ltd.,2,BSE_EQ|INE371U01015,Other Financial Services,Finance
ZGOLDINV,Gold Rock Investments Ltd.,2,BSE_EQ|INE598F01014,Trading & Distributors,Commercial Services & Supplies
PEOPLIN,Peoples Investments Ltd.,2,BSE_EQ|INE644U01015,Diversified Commercial Services,Commercial Services & Supplies
DSINVEST,Dalal Street Investments Ltd.,2,BSE_EQ|INE422D01012,Investment Company,Finance
CENTRUM,Centrum Capital Limited,2,BSE_EQ|INE660C01027,Other Financial Services,Finance
TCIFINANCE,TCI Finance Limited,2,BSE_EQ|INE911B01018,Non Banking Financial Company (NBFC),Finance
KRATOSENER,Kratos Energy & Infrastructure Limited,2,BSE_EQ|INE567L01017,Consulting Services,Commercial Services & Supplies
ANTARIKSH,ANTARIKSH INDUSTRIES LIMITED,2,BSE_EQ|INE825M01017,Residential- Commercial Projects,Realty
IITL,Industrial Investment Trust Ltd.,2,BSE_EQ|INE886A01014,Non Banking Financial Company (NBFC),Finance
INDPRUD,Industrial & Prudential Inv. Co. Lt,2,BSE_EQ|INE620D01011,Investment Company,Finance
TATAINVEST,Tata Investment Corporation Ltd.,2,BSE_EQ|INE672A01018,Investment Company,Finance
JAYBHCR,Jayabharat Credit Ltd.,2,BSE_EQ|INE998D01011,Non Banking Financial Company (NBFC),Finance
PRISMX,PRISMX GLOBAL VENTURES LIMITED,2,BSE_EQ|INE286N01028,Trading & Distributors,Commercial Services & Supplies
MOTOGENFIN,Motor & General Finance (M.G.F.) Lt,2,BSE_EQ|INE861B01023,Diversified Commercial Services,Commercial Services & Supplies
RAPIDIN,Rapid Investments Ltd.,2,BSE_EQ|INE154M01012,Diversified Commercial Services,Commercial Services & Supplies
WALCHPF,Walchand Peoplefirst Limited,2,BSE_EQ|INE695D01021,Consulting Services,Commercial Services & Supplies
ZSWASTSA,Swastik Safe Deposit & Invest. Ltd.,2,BSE_EQ|INE094R01019,Other Financial Services,Finance
WHBRADY,W.H. Brady & Co. Ltd.,2,BSE_EQ|INE855A01019,Other Industrial Products,Industrial Products
TECHNVISN,TechNVision Ventures Limited,2,BSE_EQ|INE314H01012,Software Products,IT - Software
SHAILY,Shaily Engineering Plastics Ltd.,2,BSE_EQ|INE151G01028,Plastic Products - Industrial,Industrial Products
BBTC,Bombay Burmah Trading Corpn. Ltd.,2,BSE_EQ|INE050A01025,Packaged Foods,Food Products
BOMBCYC,Bombay Cycle & Motor Agency Ltd.,2,BSE_EQ|INE691K01017,Trading & Distributors,Commercial Services & Supplies
GREAVESCOT,Greaves Cotton Ltd.,2,BSE_EQ|INE224A01026,Compressors- Pumps & Diesel Engines,Industrial Products
MULLER,Muller & Phipps (India) Ltd.,2,BSE_EQ|INE003F01015,Trading & Distributors,Commercial Services & Supplies
SFTL,SPRINGFORM TECHNOLOGY LIMITED,2,BSE_EQ|INE02ZA01012,Trading & Distributors,Commercial Services & Supplies
AMALGAM,Amalgamated Electricity Co. Ltd.,2,BSE_EQ|INE492N01022,Diversified Commercial Services,Commercial Services & Supplies
ANANDPROJ,Anand Projects Ltd,2,BSE_EQ|INE134R01013,Civil Construction,Construction
INDIANVSH,India Nivesh Limited,2,BSE_EQ|INE131H01028,Non Banking Financial Company (NBFC),Finance
COASTCORP,Coastal Corporation Limited,2,BSE_EQ|INE377E01016,Seafood,Food Products
CHOWGULSTM,Chowgule Steamships Ltd.,2,BSE_EQ|INE490A01015,Shipping,Transport Services
GLOBOFFS,Global Offshore Services Ltd,2,BSE_EQ|INE446C01013,Shipping,Transport Services
DHENUBUILD,Dhenu Buildcon Infra Limited,2,BSE_EQ|INE758D01027,Non Banking Financial Company (NBFC),Finance
ASIIL,ASI INDUSTRIES LIMITED,2,BSE_EQ|INE443A01030,Industrial Minerals,Minerals & Mining
SAGCEM,Sagar Cements Ltd,2,BSE_EQ|INE229C01021,Cement & Cement Products,Cement & Cement Products
HEMACEM,Hemadri Cements Limited,2,BSE_EQ|INE07BK01011,Cement & Cement Products,Cement & Cement Products
DECCANCE,Deccan Cements Ltd.,2,BSE_EQ|INE583C01021,Cement & Cement Products,Cement & Cement Products
MANGLMCEM,Mangalam Cement Ltd.,2,BSE_EQ|INE347A01017,Cement & Cement Products,Cement & Cement Products
NCLIND,NCL Industries Limited,2,BSE_EQ|INE732C01016,Cement & Cement Products,Cement & Cement Products
SAURASHCEM,Saurashtra Cement Limited,2,BSE_EQ|INE626A01014,Cement & Cement Products,Cement & Cement Products
SHREDIGCEM,Shree Digvijay Cement Co. Ltd.,2,BSE_EQ|INE232A01011,Cement & Cement Products,Cement & Cement Products
BORORENEW,BOROSIL RENEWABLES LIMITED,2,BSE_EQ|INE666D01022,Glass - Industrial,Industrial Products
LERTHAI,LERTHAI FINANCE LIMITED,2,BSE_EQ|INE347D01011,Other Construction Materials,Other Construction Materials
TRIVENIGQ,Triveni Glass Ltd.,2,BSE_EQ|INE094C01011,Other Construction Materials,Other Construction Materials
NILACHAL,Nilachal Refractories Ltd.,2,BSE_EQ|INE416N01013,Electrodes & Refractories,Industrial Products
ANDHRAPAP,ANDHRA PAPER LIMITED,2,BSE_EQ|INE435A01028,Paper & Paper Products,"Paper, Forest & Jute Products"
BALKRISIND,Balkrishna Industries Ltd.,2,BSE_EQ|INE787D01026,Tyres & Rubber Products,Auto Components
ORIENTPPR,Orient Paper & Industries Ltd.,2,BSE_EQ|INE592A01026,Paper & Paper Products,"Paper, Forest & Jute Products"
CITADEL,Citadel Realty And Developers Limited,2,BSE_EQ|INE906D01014,Residential- Commercial Projects,Realty
ROLLT,Rollatainters Ltd.,2,BSE_EQ|INE927A01040,Packaging,Industrial Products
SESHAPAPER,Seshasayee Paper & Boards Ltd.,2,BSE_EQ|INE630A01024,Paper & Paper Products,"Paper, Forest & Jute Products"
NATHIND,NATH INDUSTRIES LIMITED,2,BSE_EQ|INE777A01023,Paper & Paper Products,"Paper, Forest & Jute Products"
VAPIENTER,VAPI ENTERPRISE LIMITED,2,BSE_EQ|INE464D01014,Paper & Paper Products,"Paper, Forest & Jute Products"
DCM,DCM Ltd.,2,BSE_EQ|INE498A01018,IT Enabled Services,IT - Services
ZGAEKWAR,Gaekwar Mills Ltd.,2,BSE_EQ|INE837X01027,Other Textile Products,Textiles & Apparels
FORBESCO,Forbes & Company Ltd,2,BSE_EQ|INE518A01013,Household Appliances,Consumer Durables
HPCOTTON,H.P. Cotton Textile Mills Ltd.,2,BSE_EQ|INE950C01014,Other Textile Products,Textiles & Apparels
UNITEDINT,United Interactive Limited,2,BSE_EQ|INE706D01018,IT Enabled Services,IT - Services
JAMSHRI,JAMSHRI REALTY LIMITED,2,BSE_EQ|INE462D01034,Residential- Commercial Projects,Realty
KATRSPG,Katare Spinning Mills Ltd.,2,BSE_EQ|INE498G01015,Other Textile Products,Textiles & Apparels
KESORAMIND,Kesoram Industries Ltd,2,BSE_EQ|INE087A01019,Cement & Cement Products,Cement & Cement Products
LAKSHMIMIL,Lakshmi Mills Company ltd,2,BSE_EQ|INE938C01019,Other Textile Products,Textiles & Apparels
VTL,Vardhman Textiles Limted,2,BSE_EQ|INE825A01020,Other Textile Products,Textiles & Apparels
PENINLAND,Peninsula Land Limited,2,BSE_EQ|INE138A01028,Residential- Commercial Projects,Realty
PASUSPG,Pasupati Spg. & Wvg. Mills Ltd.,2,BSE_EQ|INE909B01020,Other Textile Products,Textiles & Apparels
PHOENIXLTD,The Phoenix Mills Ltd.,2,BSE_EQ|INE211B01039,Residential- Commercial Projects,Realty
MARATHON,Marathon Nextgen Realty Ltd,2,BSE_EQ|INE182D01020,Residential- Commercial Projects,Realty
RAJABAH,Raja Bahadur International Ltd,2,BSE_EQ|INE491N01016,Residential- Commercial Projects,Realty
RELCHEMQ,Reliance Chemotex Industries Ltd.,2,BSE_EQ|INE750D01016,Other Textile Products,Textiles & Apparels
RUBYMILLS,Ruby Mills Ltd.,2,BSE_EQ|INE301D01026,Other Textile Products,Textiles & Apparels
SIMPLXREA,Simplex Realty Limited,2,BSE_EQ|INE167H01014,Residential- Commercial Projects,Realty
SWANENERGY,Swan Energy Ltd.,2,BSE_EQ|INE665A01038,Diversified,Diversified
VICTMILL,Victoria Mills Ltd.,2,BSE_EQ|INE203D01016,Residential- Commercial Projects,Realty
ZSVTRADI,S.V. Trading & Agencies Ltd.,2,BSE_EQ|INE404N01019,Other Financial Services,Finance
ZSVARAJT,Svaraj Trading & Agencies Ltd.,2,BSE_EQ|INE406N01014,Other Financial Services,Finance
KSHITIJ,Kshitij Investments Ltd,2,BSE_EQ|INE733N01011,Other Financial Services,Finance
SALSAIN,Shree Salasar Investment Ltd.,2,BSE_EQ|INE315N01017,Other Financial Services,Finance
INDSOYA,Indsoya Limited,2,BSE_EQ|INE314N01028,Diversified Commercial Services,Commercial Services & Supplies
ZODIACVEN,Zodiac Ventures Limited,2,BSE_EQ|INE945J01027,Consulting Services,Commercial Services & Supplies
VEERENRGY,Veer Energy & Infrastructure Limited,2,BSE_EQ|INE255E01030,Power Generation,Power
SW1,SW Investments Limited,2,BSE_EQ|INE948K01011,Diversified Commercial Services,Commercial Services & Supplies
TILAK,Tilak Ventures Limited,2,BSE_EQ|INE026L01022,Investment Company,Finance
UNIJOLL,Unijolly Investments Co. Ltd.,2,BSE_EQ|INE130N01010,Other Financial Services,Finance
WAGEND,Wagend Infra Venture Limited,2,BSE_EQ|INE786K01023,Diversified Commercial Services,Commercial Services & Supplies
ELCIDIN,Elcid Investments Ltd.,2,BSE_EQ|INE927X01018,Investment Company,Finance
MEDIAONE,Mediaone Global Entertainment Limited,2,BSE_EQ|INE828I01019,Film Production- Distribution & Exhibition,Entertainment
HEALINV,Healthy Investments Ltd.,2,BSE_EQ|INE160N01017,Diversified Commercial Services,Commercial Services & Supplies
SHRENTI,Shreenath Investments Co. Ltd.,2,BSE_EQ|INE475V01012,Diversified Commercial Services,Commercial Services & Supplies
BANSWRAS,Banswara Syntex Ltd.,2,BSE_EQ|INE629D01020,Other Textile Products,Textiles & Apparels
MODWOOL,Modella Woollens Ltd.,2,BSE_EQ|INE380D01012,Trading & Distributors,Commercial Services & Supplies
MODIPON,Modipon Ltd.,2,BSE_EQ|INE170C01019,Residential- Commercial Projects,Realty
SHRIDINE,Shri Dinesh Mills Ltd.,2,BSE_EQ|INE204C01024,Other Textile Products,Textiles & Apparels
SRF,SRF Ltd.,2,BSE_EQ|INE647A01010,Specialty Chemicals,Chemicals & Petrochemicals
SIYSIL,Siyaram Silk Mills Ltd.,2,BSE_EQ|INE076B01028,Other Textile Products,Textiles & Apparels
SWADPOL,Swadeshi Polytex Ltd.,2,BSE_EQ|INE243N01029,Other Textile Products,Textiles & Apparels
SHRAJSYNQ,Shree Rajasthan Syntex Ltd.,2,BSE_EQ|INE796C01011,Other Textile Products,Textiles & Apparels
SHRMFGC,Shree Manufacturing Co. Ltd.,2,BSE_EQ|INE632A01012,Other Textile Products,Textiles & Apparels
ZSATYASL,Satyam Silk Mills Ltd,2,BSE_EQ|INE07MC01015,Other Financial Services,Finance
BBL,Bharat Bijlee Ltd.,2,BSE_EQ|INE464A01036,Other Electrical Equipment,Electrical Equipment
ELPROINTL,Elpro International Ltd.,2,BSE_EQ|INE579B01039,Residential- Commercial Projects,Realty
GEE,GEE Ltd.,2,BSE_EQ|INE064H01021,Other Electrical Equipment,Electrical Equipment
HIRECT,Hind Rectifiers Ltd.,2,BSE_EQ|INE835D01023,Industrial Products,Industrial Manufacturing
NIPPOBATRY,Indo National Limited,2,BSE_EQ|INE567A01028,Household Products,Household Products
ZENSARTECH,Zensar Technologies Ltd.,2,BSE_EQ|INE520A01027,Computers - Software & Consulting,IT - Software
JYOTI,Jyoti Ltd.,2,BSE_EQ|INE511D01012,Heavy Electrical Equipment,Electrical Equipment
JSLINDL,JSL Industries Ltd.,2,BSE_EQ|INE581L01018,Other Electrical Equipment,Electrical Equipment
KAYCEEI,Kaycee Industries Ltd.,2,BSE_EQ|INE813G01023,Other Electrical Equipment,Electrical Equipment
INDOKEM,Indokem Ltd,2,BSE_EQ|INE716F01012,Specialty Chemicals,Chemicals & Petrochemicals
PANAENERG,Panasonic Energy India Co. Ltd.,2,BSE_EQ|INE795A01017,Household Products,Household Products
NELCO,Nelco Ltd,2,BSE_EQ|INE045B01015,Computers Hardware & Equipments,IT - Hardware
PERMAGN,Permanent Magnets Ltd.,2,BSE_EQ|INE418E01018,Other Electrical Equipment,Electrical Equipment
HIGHENE,High Energy Batteries (India) Ltd.,2,BSE_EQ|INE783E01023,Household Products,Household Products
STDBAT,Standard Batteries Ltd.,2,BSE_EQ|INE502C01039,Non Banking Financial Company (NBFC),Finance
UNIVCABLES,Universal Cables Ltd.,2,BSE_EQ|INE279A01012,Cables - Electricals,Industrial Products
WSI,W.S. Industries (India) Ltd.,2,BSE_EQ|INE100D01014,Civil Construction,Construction
DLTNCBL,Delton Cables Ltd.,2,BSE_EQ|INE872E01016,Other Electrical Equipment,Electrical Equipment
LAKSELEC,Lakshmi Electrical Control Systems,2,BSE_EQ|INE284C01018,Other Electrical Equipment,Electrical Equipment
MODULEX,MODULEX CONSTRUCTION TECHNOLOGIES LIMITED,2,BSE_EQ|INE064R01012,Civil Construction,Construction
DELTAMAGNT,DELTA MANUFACTURING LIMITED ,2,BSE_EQ|INE393A01011,Other Industrial Products,Industrial Products
LONGSPUR,Longspur International Ventures Limited,2,BSE_EQ|INE180M01033,Other Financial Services,Finance
RELTD,RAVINDRA ENERGY LIMITED,2,BSE_EQ|INE206N01018,Trading & Distributors,Commercial Services & Supplies
EMPOWER,Empower India Limited,2,BSE_EQ|INE507F01023,Computers - Software & Consulting,IT - Software
ZMULTIPU,Multipurpose Trading & Agencies Ltd,2,BSE_EQ|INE017P01014,Diversified Commercial Services,Commercial Services & Supplies
RIDHISYN,Ridhi Synthetics Ltd.,2,BSE_EQ|INE07LK01010,Other Financial Services,Finance
GRANDMA,Grandma Trading & Agencies Ltd.,2,BSE_EQ|INE927M01029,Trading & Distributors,Commercial Services & Supplies
SOFTBPO,Softbpo Global Services Ltd.,2,BSE_EQ|INE459E01012,Computers - Software & Consulting,IT - Software
NYSSACORP,Nyssa Corporation Limited,2,BSE_EQ|INE812K01027,Trading & Distributors,Commercial Services & Supplies
FLOMIC,FLOMIC GLOBAL LOGISTICS LIMITED,2,BSE_EQ|INE952M01019,Logistics Solution Provider,Transport Services
KRISHNA,Krishna Ventures Limited,2,BSE_EQ|INE537L01010,Residential- Commercial Projects,Realty
GANHOLD,Ganesh Holding Ltd.,2,BSE_EQ|INE932M01011,Diversified Commercial Services,Commercial Services & Supplies
UNIABEXAL,Uni-Abex Alloy Products Ltd.,2,BSE_EQ|INE361D01012,Iron & Steel Products,Industrial Products
SARDAEN,Sarda Energy & Minerals Ltd,2,BSE_EQ|INE385C01021,Iron & Steel,Ferrous Metals
BGWTATO,Bhagwati Autocast Limited,2,BSE_EQ|INE106G01014,Auto Components & Equipments,Auto Components
BOMBWIR,Bombay Wire Ropes Ltd.,2,BSE_EQ|INE089T01023,Iron & Steel Products,Industrial Products
IBRIGST,Indian Bright Steel Co. Ltd.,2,BSE_EQ|INE566M01017,Iron & Steel Products,Industrial Products
INDIANHUME,Indian Hume Pipe Co. Ltd.,2,BSE_EQ|INE323C01030,Industrial Products,Industrial Manufacturing
INVPRECQ,Investment & Precision Castings Ltd,2,BSE_EQ|INE155E01016,Castings & Forgings,Industrial Products
INFORTEC,Informed Technologies India Ltd.,2,BSE_EQ|INE123E01014,Business Process Outsourcing (BPO)/ Knowledge Process Outsourcing (KPO),Commercial Services & Supplies
KAIRA,Kaira Can Co. Ltd.,2,BSE_EQ|INE375D01012,Packaging,Industrial Products
ORIENTCER,ORIENT CERATECH LIMITED,2,BSE_EQ|INE569C01020,Electrodes & Refractories,Industrial Products
NATIONSTD,National Standard (India) Limited,2,BSE_EQ|INE166R01015,Residential- Commercial Projects,Realty
RATHIST,Rathi Steel & Power Ltd,2,BSE_EQ|INE336C01016,Iron & Steel Products,Industrial Products
DUNCANENG,Duncan Engineering Limited,2,BSE_EQ|INE340F01011,Auto Components & Equipments,Auto Components
SANDUMA,Sandur Manganese & Iron Ores Ltd.,2,BSE_EQ|INE149K01016,Coal,Consumable Fuels
STOVACQ,Stovec Industries Ltd.,2,BSE_EQ|INE755D01015,Industrial Products,Industrial Manufacturing
TATAYODOGA,Tayo Rolls Ltd.,2,BSE_EQ|INE895C01011,Iron & Steel Products,Industrial Products
CHOLAHLDNG,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,2,BSE_EQ|INE149A01033,Investment Company,Finance
ZWELCAST,Welcast Steels Ltd.,2,BSE_EQ|INE380G01015,Other Industrial Products,Industrial Products
WMINIMT,Western Ministil Ltd.,2,BSE_EQ|INE187U01015,Iron & Steel Products,Industrial Products
AUTOAXLES,Automotive Axles Ltd.,2,BSE_EQ|INE449A01011,Auto Components & Equipments,Auto Components
AUTOPRD,Automobile Products of India Ltd.,2,BSE_EQ|INE0NY101012,Auto Components & Equipments,Auto Components
ACGL,Automobile Corpn. of Goa Ltd.,2,BSE_EQ|INE451C01013,Auto Components & Equipments,Auto Components
SETCO,Setco Automotive Limited,2,BSE_EQ|INE878E01021,Auto Components & Equipments,Auto Components
INRADIA,India Radiators Ltd.,2,BSE_EQ|INE461Y01016,Auto Components & Equipments,Auto Components
TALBROAUTO,Talbros Automotive Components Ltd.,2,BSE_EQ|INE187D01029,Auto Components & Equipments,Auto Components
ZFSTEERING,Z.F. Steering Gear (India) Limited,2,BSE_EQ|INE116C01012,Auto Components & Equipments,Auto Components
SMLISUZU,SML ISUZU LIMITED,2,BSE_EQ|INE294B01019,Commercial Vehicles,"Agricultural, Commercial & Construction Vehicles"
TIL,TIL Ltd.,2,BSE_EQ|INE806C01018,Construction Vehicles,"Agricultural, Commercial & Construction Vehicles"
EICHERMOT,Eicher Motors Ltd.,2,BSE_EQ|INE066A01021,2/3 Wheelers,Automobiles
JAINEX,JAINEX AAMCOL LTD.,2,BSE_EQ|INE280F01019,Auto Components & Equipments,Auto Components
ALFREDHE,Alfred Herbert (India) Ltd.,2,BSE_EQ|INE782D01027,Non Banking Financial Company (NBFC),Finance
VELJAN,Veljan Denison Limited,2,BSE_EQ|INE232E01013,Auto Components & Equipments,Auto Components
DYNAMATECH,Dynamatic Technologies Ltd.,2,BSE_EQ|INE221B01012,Industrial Products,Industrial Manufacturing
GGDPROP,G. G. Dandekar Properties Limited,2,BSE_EQ|INE631D01026,Industrial Products,Industrial Manufacturing
GMMPFAUDLR,GMM Pfaudler Ltd.,2,BSE_EQ|INE541A01023,Industrial Products,Industrial Manufacturing
KIRLPNU,Kirloskar Pneumatic Co.Ltd.,2,BSE_EQ|INE811A01020,Compressors- Pumps & Diesel Engines,Industrial Products
TULIVE,Tulive Developers Limited,2,BSE_EQ|INE637D01015,Industrial Products,Industrial Manufacturing
KPT,KPT INDUSTRIES LIMITED,2,BSE_EQ|INE731D01024,Industrial Products,Industrial Manufacturing
LXMIATO,Lakshmi Automatic Loom Works Ltd.,2,BSE_EQ|INE718M01022,Industrial Products,Industrial Manufacturing
MANUGRAPH,Manugraph India Ltd,2,BSE_EQ|INE867A01022,Industrial Products,Industrial Manufacturing
HARSHILAGR,HARSHIL AGROTECH LIMITED,2,BSE_EQ|INE098E01018,Industrial Products,Industrial Manufacturing
MONOT,Monotype India Ltd.,2,BSE_EQ|INE811D01024,Diversified Commercial Services,Commercial Services & Supplies
NESCO,Nesco Ltd,2,BSE_EQ|INE317F01035,Diversified Commercial Services,Commercial Services & Supplies
INTEGRAEN,Integra Engineering India Ltd.,2,BSE_EQ|INE984B01023,Industrial Products,Industrial Manufacturing
SEMAC,SEMAC CONSULTANTS LIMITED,2,BSE_EQ|INE617A01013,Civil Construction,Construction
TEXINFRA,Texmaco Infrastructure & Holdings Ltd,2,BSE_EQ|INE435C01024,Diversified Commercial Services,Commercial Services & Supplies
WENDT,Wendt (India) Ltd.,2,BSE_EQ|INE274C01019,Abrasives & Bearings,Industrial Products
PSITINFRA,PS IT Infrastructure & Services Limited,2,BSE_EQ|INE953M01033,Other Financial Services,Finance
SINDUVA,Sindu Valley Technologies Ltd.,2,BSE_EQ|INE809Q01012,Computers - Software & Consulting,IT - Software
RESPONIND,Responsive Industries Ltd,2,BSE_EQ|INE688D01026,Furniture- Home Furnishing,Consumer Durables
SHYMINV,Shyamkamal Investments Ltd.,2,BSE_EQ|INE203N01015,Other Financial Services,Finance
ZHEMHOLD,HEM Holdings and Trading Ltd.,2,BSE_EQ|INE721U01011,Diversified Commercial Services,Commercial Services & Supplies
MAHACORP,Maharashtra Corporation Ltd.,2,BSE_EQ|INE272E01027,Trading & Distributors,Commercial Services & Supplies
DOLATALGO,DOLAT ALGOTECH LIMITED,2,BSE_EQ|INE966A01022,Stockbroking & Allied,Capital Markets
WESTLIFE,WESTLIFE FOODWORLD LIMITED,2,BSE_EQ|INE274F01020,Restaurants,Leisure Services
ZEEL,Zee Entertainment Enterprises Ltd.,2,BSE_EQ|INE256A01028,TV Broadcasting & Software Production,Entertainment
ZKOVALIN,Kovalam Inv. & Trading Co.Ltd.,2,BSE_EQ|INE735U01011,Diversified Commercial Services,Commercial Services & Supplies
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,2,BSE_EQ|INE308E01029,Other Textile Products,Textiles & Apparels
MULTIIN,Multiplus Holdings Ltd.,2,BSE_EQ|INE886E01016,Diversified Commercial Services,Commercial Services & Supplies
